"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","fastGreedy_cluster","glay_cluster","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"3.23201581027668","0.0029313138050801302","0.30940442705148585","0.2206896551724138","41","7","20","2","false","REL","28.633333333333333","0","40","9","0.9935676777801825","false","1","REL","393424","0.09283387622149837"
"5.88498023715415","0.0","0.16992410504399222","0.0","1","10","1","11","false","CXCR3","6.0","0","1","0","0.9859222471551754","false","0","CXCR3","0","0.0"
"4.8853754940711465","0.0025226791319907732","0.2046925566343042","0.0","6","9","1","11","false","CCL5","5.333333333333333","0","6","0","0.9888029524666538","false","0","CCL5","162502","0.22807017543859648"
"5.88498023715415","0.0","0.16992410504399222","0.0","1","10","1","11","false","CCR3","6.0","0","1","0","0.9859222471551754","false","0","CCR3","0","0.0"
"4.892490118577075","2.732434054394116E-5","0.20439489416707063","0.0","2","9","1","11","false","CREB3","13.0","0","2","0","0.9887824492260027","false","0","CREB3","7602","0.6666666666666666"
"4.892490118577075","2.732434054394116E-5","0.20439489416707063","0.0","2","9","1","11","false","CCL4L2","13.0","0","2","0","0.9887824492260027","false","0","CCL4L2","7602","0.6666666666666666"
"5.748221343873518","0.0","0.17396685690710306","0.0","1","10","12","11","false","CCL15","12.0","0","1","0","0.9863163650032464","false","0","CCL15","0","0.0"
"5.748221343873518","0.0","0.17396685690710306","0.0","1","10","12","11","false","CCL14","12.0","0","1","0","0.9863163650032464","false","0","CCL14","0","0.0"
"5.118577075098814","0.0","0.19536679536679535","0.0","2","9","5","1","false","ITGA2B","14.0","0","2","1","0.9881309018008679","false","0","ITGA2B","0","0.0"
"4.118972332015811","0.003950724370977225","0.24277900393436327","0.02197802197802198","19","8","5","1","false","ITGB3","5.857142857142857","0","18","3","0.9910116071123464","false","1","ITGB3","501444","0.11525974025974026"
"4.34703557312253","0.0","0.23004182578650662","0.0","1","8","19","8","false","RARA","14.0","0","1","0","0.9903543643425864","false","0","RARA","0","0.0"
"3.3474308300395257","0.0037414291302820145","0.29873656866217974","0.13186813186813187","16","7","19","8","false","NCOA3","31.0","0","16","2","0.9932350696540648","false","0","NCOA3","283482","0.10224558050645007"
"4.0636363636363635","0.0","0.24608501118568232","1.0","3","8","19","8","false","NCOA1","26.0","0","3","1","0.9911710767618549","false","0","NCOA1","0","0.5652173913043478"
"4.34703557312253","0.0","0.23004182578650662","0.0","2","8","19","8","false","PSMB9","14.0","0","2","1","0.9903543643425864","false","0","PSMB9","0","0.0"
"3.4458498023715416","0.0013506341864023322","0.2902041752695572","0.0","5","7","12","8","false","PSME3","148.25","0","5","1","0.9929514414917248","false","0","PSME3","180534","0.2662748643761302"
"4.34703557312253","0.0","0.23004182578650662","0.0","1","8","19","8","false","ATAD2","14.0","0","1","0","0.9903543643425864","false","0","ATAD2","0","0.0"
"4.979446640316206","0.0","0.20082552786156532","0.0","1","8","23","4","false","FANCC","7.0","0","1","0","0.9885318540624893","false","0","FANCC","0","0.0"
"3.9798418972332015","0.0034745814719528948","0.2512662627867713","0.0","7","7","23","4","false","HSP90B1","15.571428571428571","0","7","0","0.9914125593739678","false","0","HSP90B1","475056","0.14285714285714285"
"4.979446640316206","0.0","0.20082552786156532","0.0","1","8","23","4","false","SIRT3","7.0","0","1","0","0.9885318540624893","false","0","SIRT3","0","0.0"
"4.979446640316206","0.0","0.20082552786156532","0.0","1","8","23","4","false","MAPK13","7.0","0","1","0","0.9885318540624893","false","0","MAPK13","0","0.0"
"4.448221343873517","9.161867434810232E-5","0.22480895681535457","0.0","2","7","16","4","false","CHM","15.5","0","2","0","0.9900627626977708","false","0","CHM","1600","0.5"
"4.637944664031621","0.0011833012857317081","0.21561274927560933","0.0","3","8","16","8","false","SORL1","2.6666666666666665","0","3","0","0.9895160096137416","false","0","SORL1","40710","0.4166666666666667"
"3.6458498023715413","0.0029619192392849243","0.2742844752818734","0.0","4","7","16","8","false","CFTR","20.5","0","4","0","0.9923750726156441","false","0","CFTR","87760","0.26"
"5.111067193675889","0.0","0.19565385507694688","0.0","1","9","11","11","false","IL16","6.0","0","1","0","0.9881525441104442","false","0","IL16","0","0.0"
"4.891699604743083","2.2915098676881644E-4","0.2044279250161603","0.0","3","9","1","11","false","CCL8","10.333333333333334","0","3","0","0.9887847273638527","false","0","CCL8","53356","0.5185185185185185"
"3.8976284584980236","0.012041594888125085","0.2565662711692526","0.01098901098901099","14","8","1","11","false","CCR5","4.642857142857143","0","14","0","0.9916494857103803","false","0","CCR5","814272","0.09233449477351917"
"5.88498023715415","0.0","0.16992410504399222","0.0","1","10","1","11","false","BLR1","6.0","0","1","0","0.9859222471551754","false","0","BLR1","0","0.0"
"5.890513833992095","0.0","0.16976447695094946","0.0","1","10","1","11","false","CCRL1","4.0","0","1","0","0.9859063001902245","false","0","CCRL1","0","0.0"
"4.897233201581027","0.0","0.20419693301049235","0.0","1","9","1","11","false","CCL11","14.0","0","1","0","0.988768780398902","false","0","CCL11","0","0.0"
"4.892490118577075","2.732434054394116E-5","0.20439489416707063","0.0","2","9","1","11","false","CCL3","13.0","0","2","0","0.9887824492260027","false","0","CCL3","7602","0.6666666666666666"
"4.126086956521739","7.177939094058195E-4","0.24236037934668073","0.0","4","8","9","19","false","SKIL","15.0","0","4","0","0.9909911038716952","false","0","SKIL","18626","0.25"
"4.491699604743083","8.16011998640983E-4","0.22263287574797608","0.0","3","8","24","19","false","LRP1","3.6666666666666665","0","3","0","0.9899374651160142","false","0","LRP1","59346","0.3333333333333333"
"5.491304347826087","0.0","0.18210609659540777","0.0","1","9","24","19","false","USP3","3.0","0","1","0","0.9870567598045358","false","0","USP3","0","0.0"
"3.9624505928853755","0.0","0.2523690773067332","0.0","2","7","17","2","false","NLK","51.0","0","2","1","0.9914626784066704","false","0","NLK","0","0.0"
"2.9628458498023718","0.009052940714124354","0.33751334044823905","0.12","62","6","17","2","false","MAP3K7","29.254901960784313","0","61","9","0.9943433837181488","false","1","MAP3K7","1119498","0.04163155233440081"
"3.6565217391304348","6.50078825274671E-4","0.2734839476813318","0.0","3","7","23","18","false","MAPK8","84.33333333333333","0","3","0","0.9923443177546674","false","0","MAPK8","51626","0.3401360544217687"
"3.483794466403162","1.1800048577175153E-4","0.2870433401406853","0.0","5","7","12","2","false","FKBP5","134.5","0","5","1","0.9928420908749189","false","0","FKBP5","50870","0.28771551724137934"
"3.700395256916996","5.8479530292730965E-5","0.2702414014099551","0.5","4","7","12","1","false","VAV3","41.75","0","4","0","0.9922178811039857","false","0","VAV3","5084","0.32677165354330706"
"3.1450592885375492","0.028340645318059264","0.3179590297850949","0.0257703081232493","97","6","15","1","false","ERBB2","7.8352941176470585","0","96","10","0.9938182729436958","false","1","ERBB2","1670720","0.02459546925566343"
"4.0743083003952565","1.3534038652564817E-4","0.24544043461389214","0.3333333333333333","3","7","15","1","false","VAV2","46.0","0","3","0","0.9911403219008782","false","0","VAV2","8454","0.43492063492063493"
"4.1039525691699605","0.0","0.2436675334681691","1.0","2","7","15","1","false","TXK","66.5","0","2","0","0.9910548917314986","false","0","TXK","0","0.6584158415841584"
"4.022529644268775","0.0017095719430028054","0.24859978382627493","0.3333333333333333","3","7","5","1","false","TNS3","60.666666666666664","0","3","0","0.9912895399300611","false","0","TNS3","57286","0.40492170022371365"
"3.8604743083003954","3.2751860441982984E-4","0.25903552779768607","0.3333333333333333","3","7","7","1","false","TLN1","88.66666666666667","0","3","0","0.991756558189336","false","0","TLN1","89292","0.41471048513302033"
"3.865217391304348","0.0","0.25871766029246346","1.0","3","7","7","1","false","SHC3","100.0","0","3","0","0.9917428893622353","false","0","SHC3","0","0.4672897196261682"
"3.865217391304348","0.0","0.25871766029246346","1.0","3","7","7","1","false","SH2B3","100.0","0","3","0","0.9917428893622353","false","0","SH2B3","0","0.4672897196261682"
"3.803162055335968","0.001945657008230706","0.26293909790064435","0.2","7","7","7","1","false","PTPN11","59.6","0","7","2","0.9919217231834698","false","0","PTPN11","236148","0.25407725321888414"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","PLCG2","126.0","0","2","0","0.9917030219498583","false","0","PLCG2","0","0.6176470588235294"
"3.865217391304348","0.0","0.25871766029246346","1.0","3","7","7","1","false","PIK3R3","100.0","0","3","0","0.9917428893622353","false","0","PIK3R3","0","0.4672897196261682"
"4.1039525691699605","0.0","0.2436675334681691","1.0","2","7","15","1","false","GRB7","66.5","0","2","0","0.9910548917314986","false","0","GRB7","0","0.6584158415841584"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","GRAP2","85.0","0","1","0","0.9909375676322174","false","0","GRAP2","0","0.0"
"4.1039525691699605","0.0","0.2436675334681691","1.0","2","7","15","1","false","FER","66.5","0","2","0","0.9910548917314986","false","0","FER","0","0.6584158415841584"
"4.1039525691699605","0.0","0.2436675334681691","1.0","2","7","15","1","false","DAB1","66.5","0","2","0","0.9910548917314986","false","0","DAB1","0","0.6584158415841584"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","CHN1","85.0","0","1","0","0.9909375676322174","false","0","CHN1","0","0.0"
"3.624901185770751","0.0025200721621324255","0.2758695889216007","0.3333333333333333","3","7","4","1","false","BMX","148.0","0","3","0","0.9924354432686722","false","0","BMX","202640","0.3815676141257537"
"3.538735177865613","0.0010511883886689577","0.2825868423991958","0.5","4","7","16","1","false","BCAR3","86.25","0","4","0","0.9926837602943355","false","0","BCAR3","41942","0.3359375"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","ANKS1A","126.0","0","2","0","0.9917030219498583","false","0","ANKS1A","0","0.6176470588235294"
"3.865217391304348","0.0","0.25871766029246346","1.0","3","7","7","1","false","ABL2","100.0","0","3","0","0.9917428893622353","false","0","ABL2","0","0.4672897196261682"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","SLA","126.0","0","2","0","0.9917030219498583","false","0","SLA","0","0.6176470588235294"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","UNQ175","85.0","0","1","0","0.9909375676322174","false","0","UNQ175","0","0.0"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","SUPT6H","85.0","0","1","0","0.9909375676322174","false","0","SUPT6H","0","0.0"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","SLA2","85.0","0","1","0","0.9909375676322174","false","0","SLA2","0","0.0"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","SHC2","126.0","0","2","0","0.9917030219498583","false","0","SHC2","0","0.6176470588235294"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","SH2D5","85.0","0","1","0","0.9909375676322174","false","0","SH2D5","0","0.0"
"3.8213438735177867","1.1970282236797392E-4","0.26168804302854776","0.3333333333333333","3","7","7","1","false","SH2D2A","97.0","0","3","0","0.9918693260129171","false","0","SH2D2A","15938","0.4239766081871345"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","SH2D1B","85.0","0","1","0","0.9909375676322174","false","0","SH2D1B","0","0.0"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","SH2B2","85.0","0","1","0","0.9909375676322174","false","0","SH2B2","0","0.0"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","RIN2","126.0","0","2","0","0.9917030219498583","false","0","RIN2","0","0.6176470588235294"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","MIST","126.0","0","2","0","0.9917030219498583","false","0","MIST","0","0.6176470588235294"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","MATK","85.0","0","1","0","0.9909375676322174","false","0","MATK","0","0.0"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","MAPK8IP2","126.0","0","2","0","0.9917030219498583","false","0","MAPK8IP2","0","0.6176470588235294"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","DOK6","126.0","0","2","0","0.9917030219498583","false","0","DOK6","0","0.6176470588235294"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","DOK4","126.0","0","2","0","0.9917030219498583","false","0","DOK4","0","0.6176470588235294"
"4.144664031620553","0.0","0.24127407972534812","0.0","1","7","15","1","false","DOK1","85.0","0","1","0","0.9909375676322174","false","0","DOK1","0","0.0"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","CISH","126.0","0","2","0","0.9917030219498583","false","0","CISH","0","0.6176470588235294"
"4.053754940711462","3.37682643158195E-4","0.2466848673946958","0.3333333333333333","3","7","15","1","false","BLNK","37.333333333333336","0","3","0","0.9911995534849813","false","0","BLNK","12506","0.36633663366336633"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","BLK","126.0","0","2","0","0.9917030219498583","false","0","BLK","0","0.6176470588235294"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","APBB3","126.0","0","2","0","0.9917030219498583","false","0","APBB3","0","0.6176470588235294"
"3.8790513833992093","0.0","0.2577949867536173","1.0","2","7","7","1","false","APBB1","126.0","0","2","0","0.9917030219498583","false","0","APBB1","0","0.6176470588235294"
"3.9312252964426877","8.532816770540922E-5","0.2543736175346873","0.16666666666666666","4","7","11","1","false","PTPRZ1","41.25","0","4","0","0.9915526648517502","false","0","PTPRZ1","10956","0.3087121212121212"
"3.8861660079051386","5.314933154096388E-4","0.2573230268510984","0.027777777777777776","9","7","15","1","false","PTPRO","27.666666666666668","0","9","0","0.991682518709207","false","0","PTPRO","125980","0.16496250852079072"
"3.8691699604743084","8.938714970871398E-5","0.2584533660230871","0.3333333333333333","4","7","7","1","false","PIK3C2B","92.0","0","4","1","0.9917314986729847","false","0","PIK3C2B","14560","0.42834890965732086"
"4.1039525691699605","0.0","0.2436675334681691","1.0","4","7","15","1","false","NRG1","66.5","0","4","2","0.9910548917314986","false","0","NRG1","0","0.6584158415841584"
"3.848616600790514","0.0","0.2598336243196056","1.0","5","7","7","1","false","ERBB4","79.25","0","5","1","0.9917907302570877","false","0","ERBB4","0","0.36022727272727273"
"3.865217391304348","0.0","0.25871766029246346","1.0","3","7","7","1","false","PTK6","100.0","0","3","0","0.9917428893622353","false","0","PTK6","0","0.4672897196261682"
"5.572727272727272","0.0","0.17944535073409462","0.0","1","9","4","17","false","SNAPAP","10.0","0","1","0","0.9868221116059733","false","0","SNAPAP","0","0.0"
"4.573122529644269","0.0032524917195971208","0.21866897147796024","0.044444444444444446","10","8","4","17","false","LAMC1","5.2","0","10","0","0.9897028169174518","false","0","LAMC1","236310","0.140625"
"5.572727272727272","0.0","0.17944535073409462","0.0","1","9","4","17","false","SNAPIN","10.0","0","1","0","0.9868221116059733","false","0","SNAPIN","0","0.0"
"4.4885375494071145","4.4825854237881974E-4","0.22278971468827052","0.0","3","8","4","7","false","ZHX1","13.5","0","3","1","0.9899465776674147","false","0","ZHX1","7400","0.5"
"4.639130434782609","0.0","0.2155576382380506","0.0","1","8","4","17","false","MED31","20.0","0","1","0","0.9895125924069665","false","0","MED31","0","0.0"
"4.63399209486166","4.87690909138747E-5","0.21579665643125215","0.0","2","8","4","17","false","LAMC3","14.5","0","2","0","0.9895274003029924","false","0","LAMC3","7594","0.5869565217391305"
"4.63399209486166","4.87690909138747E-5","0.21579665643125215","0.0","2","8","4","17","false","LAMB2","14.5","0","2","0","0.9895274003029924","false","0","LAMB2","7594","0.5869565217391305"
"3.983399209486166","1.8798881999271825E-4","0.2510418733875769","0.0","2","8","2","17","false","COPS6","26.0","0","2","0","0.9914023077536422","false","0","COPS6","14368","0.5102040816326531"
"5.318577075098815","3.911641584678151E-5","0.18802021403091557","0.0","3","8","18","17","false","LAMA3","7.333333333333333","0","3","0","0.9875545329247873","false","0","LAMA3","4564","0.5277777777777778"
"5.320158102766799","4.178147455263346E-6","0.18796433878157504","0.0","2","8","18","17","false","LAMA2","9.0","0","2","0","0.987549976649087","false","0","LAMA2","216","0.7272727272727273"
"5.320158102766799","4.178147455263346E-6","0.18796433878157504","0.0","2","8","18","17","false","LAMA1","9.0","0","2","0","0.987549976649087","false","0","LAMA1","216","0.7272727272727273"
"5.572727272727272","0.0","0.17944535073409462","0.0","1","9","4","17","false","CCDC53","10.0","0","1","0","0.9868221116059733","false","0","CCDC53","0","0.0"
"3.9494071146245058","8.44318802881372E-6","0.2532025620496397","0.0","2","7","17","8","false","MAPK14","23.0","0","2","0","0.9915002676811975","false","0","MAPK14","1964","0.5"
"3.0968379446640317","0.003228763463971644","0.3229100191448628","0.14717741935483872","38","7","17","2","false","MAP3K7IP1","32.84375","0","37","4","0.9939572393525531","false","1","MAP3K7IP1","396870","0.06161723163841808"
"3.9553359683794467","0.0","0.2528230238832817","1.0","3","7","17","2","false","VRK2","41.5","0","3","1","0.9914831816473214","false","0","VRK2","0","0.680327868852459"
"4.1735177865612645","0.0","0.2396060232976608","1.0","2","8","17","2","false","GPS1","9.0","0","2","0","0.990854415600688","false","0","GPS1","0","0.6923076923076923"
"3.698418972332016","1.724556816879395E-4","0.2703858074169071","0.6","6","7","19","2","false","CARD11","34.4","0","6","1","0.9922235764486108","false","0","CARD11","10374","0.2205128205128205"
"3.174308300395257","0.0038562173586854016","0.3150292616112564","0.21794871794871795","16","7","17","2","false","MALT1","50.0","0","16","3","0.9937339818432414","false","0","MALT1","159928","0.0979295753362551"
"4.173913043478261","0.0","0.23958333333333334","0.0","1","8","17","2","false","UBE2G2","13.0","0","1","0","0.9908532765317629","false","0","UBE2G2","0","0.0"
"3.849802371541502","6.25533531384315E-4","0.2597535934291581","0.0","4","7","5","7","false","VHL","11.25","0","4","0","0.9917873130503126","false","0","VHL","19470","0.25"
"4.242292490118577","8.903070776319235E-4","0.23572160626106403","0.0","5","8","11","7","false","ITGAL","2.75","0","5","1","0.9906562176077274","false","0","ITGAL","25586","0.25"
"3.5703557312252965","0.01089505544252184","0.28008413594597587","0.058333333333333334","20","7","5","7","false","FN1","8.9375","0","19","2","0.9925926347803307","false","1","FN1","280072","0.07577433628318585"
"4.5596837944664035","0.0","0.2193134535367545","1.0","3","8","5","7","false","CTGF","9.5","0","3","1","0.9897415452609036","false","0","CTGF","0","0.5588235294117647"
"4.414229249011858","1.5892317864253327E-4","0.2265401146131805","0.3333333333333333","3","8","5","7","false","ITGA5","12.0","0","3","0","0.9901607226253261","false","0","ITGA5","2246","0.35353535353535354"
"4.5699604743083","0.0","0.21882027330911608","0.0","2","8","5","7","false","SCGB1A1","16.0","0","2","1","0.9897119294688522","false","0","SCGB1A1","0","0.0"
"4.5699604743083","0.0","0.21882027330911608","0.0","1","8","5","7","false","CD79A","16.0","0","1","0","0.9897119294688522","false","0","CD79A","0","0.0"
"4.355335968379447","0.0","0.2296034122878664","1.0","2","8","5","7","false","TF","32.5","0","2","0","0.9903304438951601","false","0","TF","0","0.5508474576271186"
"3.8407114624505927","0.0022941197081145373","0.2603684264690748","0.0","3","7","4","7","false","TBP","104.0","0","3","1","0.9918135116355891","false","0","TBP","38276","0.5"
"4.7928853754940715","2.0374924002932946E-5","0.2086425861784595","0.0","3","9","14","1","false","RGS12","13.666666666666666","0","3","0","0.9890694945951181","false","0","RGS12","3142","0.5066666666666667"
"4.554150197628458","4.97945638355568E-5","0.21957993403922932","0.0","4","9","14","1","false","RABGAP1","13.75","0","4","0","0.9897574922258545","false","0","RABGAP1","5466","0.375"
"3.592490118577075","0.004974606197854473","0.2783584552756079","0.015151515151515152","19","7","10","1","false","PTPN1","32.833333333333336","0","19","7","0.9925288469205271","false","0","PTPN1","557264","0.10526315789473684"
"3.5687747035573123","0.0021601799278733055","0.28020821796433715","0.09523809523809523","8","7","5","1","false","MAPK8IP1","53.142857142857146","0","8","1","0.9925971910560307","false","0","MAPK8IP1","314886","0.19309262166405022"
"4.554150197628458","4.97945638355568E-5","0.21957993403922932","0.0","4","9","14","1","false","GULP1","13.75","0","4","0","0.9897574922258545","false","0","GULP1","5466","0.375"
"3.827272727272727","0.0011162370880634074","0.26128266033254155","0.06666666666666667","6","7","7","1","false","ANKS1B","51.166666666666664","0","6","0","0.9918522399790412","false","0","ANKS1B","220544","0.21956521739130436"
"4.5114624505928855","0.0017634403806463539","0.22165761345715787","0.13333333333333333","7","8","5","7","false","ITGAV","6.666666666666667","0","7","1","0.9898805116697611","false","0","ITGAV","68410","0.20555555555555555"
"5.511067193675889","0.0","0.18145305888259342","0.0","1","9","5","7","false","ITGB8","6.0","0","1","0","0.9869998063582827","false","0","ITGB8","0","0.0"
"5.511067193675889","0.0","0.18145305888259342","0.0","1","9","5","7","false","ANGPTL3","6.0","0","1","0","0.9869998063582827","false","0","ANGPTL3","0","0.0"
"4.355335968379447","0.0","0.2296034122878664","1.0","2","8","5","7","false","IGHM","32.5","0","2","0","0.9903304438951601","false","0","IGHM","0","0.5508474576271186"
"3.9786561264822136","4.1626637362512627E-4","0.2513411484204252","0.3333333333333333","3","8","13","7","false","IGHA1","31.0","0","3","0","0.9914159765807429","false","0","IGHA1","17982","0.3607843137254902"
"4.8600790513834","2.171309327093737E-5","0.20575797007156799","0.0","4","8","7","1","false","ADAM9","3.0","0","4","1","0.9888758528778576","false","0","ADAM9","1594","0.5"
"4.890513833992095","0.0","0.20447749131172713","0.0","2","9","14","1","false","PLEC1","5.0","0","2","1","0.988788144570628","false","0","PLEC1","0","0.0"
"3.890909090909091","0.0020399080923669175","0.2570093457943925","0.0","6","8","14","1","false","ITGB4","11.2","0","6","1","0.9916688498821065","false","0","ITGB4","78206","0.204"
"4.531620553359684","9.055823875524863E-5","0.2206716092455299","0.0","5","8","16","1","false","RANBP9","11.333333333333334","0","5","2","0.989822419154583","false","0","RANBP9","4290","0.3333333333333333"
"5.241897233201581","0.0","0.190770622832152","0.0","1","9","11","7","false","ICAM3","4.0","0","1","0","0.987775512296249","false","0","ICAM3","0","0.0"
"3.307905138339921","0.0013543594540095317","0.30230612976460747","0.0","3","7","11","7","false","ICAM1","68.0","0","3","0","0.9933489765465707","false","0","ICAM1","40768","0.335"
"3.908300395256917","0.0","0.25586569579288027","0.0","2","7","24","2","false","WDR92","164.0","0","2","1","0.9916187308494038","false","0","WDR92","0","0.0"
"2.908695652173913","0.06277798290742187","0.343796711509716","0.007182403112374682","176","6","24","2","false","MAP3K3","9.579268292682928","0","175","10","0.9944994361608822","false","1","MAP3K3","14153514","0.021921475312314097"
"3.6818181818181817","2.2603499641847828E-4","0.2716049382716049","0.0","2","7","24","3","false","S100A8","178.0","0","2","0","0.9922714173434635","false","0","S100A8","49856","0.5175438596491229"
"3.5478260869565217","9.93875173898866E-5","0.2818627450980392","0.0","2","7","24","5","false","PFDN1","252.0","0","2","0","0.9926575617090589","false","0","PFDN1","61034","0.540948275862069"
"3.5288537549407115","1.954982301460392E-4","0.28337813620071683","0.3333333333333333","4","7","24","4","false","MCC","61.25","0","4","0","0.9927122370174619","false","0","MCC","14816","0.2663755458515284"
"3.6944664031620555","0.0017025861026524574","0.27067508291430403","0.0","6","7","24","1","false","ALK","37.333333333333336","0","6","0","0.9922349671378615","false","0","ALK","118314","0.18537414965986396"
"3.707509881422925","0.0015260044443427343","0.2697228144989339","0.05454545454545454","14","7","7","1","false","PTPRB","38.72727272727273","0","14","3","0.9921973778633345","false","0","PTPRB","353350","0.13685239491691104"
"3.908300395256917","0.0","0.25586569579288027","0.0","2","7","24","2","false","MAP2K5","164.0","0","2","1","0.9916187308494038","false","0","MAP2K5","0","0.0"
"3.908300395256917","0.0","0.25586569579288027","0.0","2","7","24","2","false","PDRG1","164.0","0","2","1","0.9916187308494038","false","0","PDRG1","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","GPSM3","26.0","0","1","0","0.9889908988392887","false","0","GPSM3","0","0.0"
"3.8205533596837946","0.014916830111846767","0.2617421891164908","0.0","30","7","8","16","false","FGFR3","2.076923076923077","0","29","2","0.9918716041507671","false","1","FGFR3","3615782","0.046822742474916385"
"3.975098814229249","4.979042239355961E-4","0.25156607338172415","0.0","3","8","17","16","false","RPL8","73.0","0","3","1","0.9914262282010685","false","0","RPL8","204138","0.5"
"3.941501976284585","0.0010623856509684119","0.2537103890894505","0.0","3","7","4","16","false","GUSBP1","109.0","0","3","1","0.9915230490596986","false","0","GUSBP1","133902","0.5023255813953489"
"4.457312252964427","1.5038317731735635E-4","0.22435044781413496","0.0","2","8","8","16","false","FGF5","17.0","0","2","0","0.9900365641124945","false","0","FGF5","12130","0.5333333333333333"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","FGF7","26.0","0","1","0","0.9889908988392887","false","0","FGF7","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","FGF4","26.0","0","1","0","0.9889908988392887","false","0","FGF4","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","KIAA1849","26.0","0","1","0","0.9889908988392887","false","0","KIAA1849","0","0.0"
"3.641106719367589","0.0035637053036545224","0.27464177160225794","0.0","5","7","8","16","false","HNRNPL","113.75","0","5","1","0.9923887414427447","false","0","HNRNPL","897148","0.2659198113207547"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","SMG7","26.0","0","1","0","0.9889908988392887","false","0","SMG7","0","0.0"
"3.4529644268774704","0.007806862225054785","0.2896062271062271","0.08888888888888889","10","7","8","2","false","SLC25A6","90.8","0","10","0","0.9929309382510735","false","0","SLC25A6","1882168","0.187551867219917"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","RNF130","26.0","0","1","0","0.9889908988392887","false","0","RNF130","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","POLA2","26.0","0","1","0","0.9889908988392887","false","0","POLA2","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","NDUFS6","26.0","0","1","0","0.9889908988392887","false","0","NDUFS6","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","KRT8","26.0","0","1","0","0.9889908988392887","false","0","KRT8","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","HBZ","26.0","0","1","0","0.9889908988392887","false","0","HBZ","0","0.0"
"3.6482213438735176","0.00271317105774679","0.27410617551462624","0.0","3","7","8","16","false","GTF3C1","167.0","0","3","0","0.9923682382020936","false","0","GTF3C1","599104","0.35853131749460043"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","FLJ10324","26.0","0","1","0","0.9889908988392887","false","0","FLJ10324","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","CTSK","26.0","0","1","0","0.9889908988392887","false","0","CTSK","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","CHGB","26.0","0","1","0","0.9889908988392887","false","0","CHGB","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","CCDC17","26.0","0","1","0","0.9889908988392887","false","0","CCDC17","0","0.0"
"4.820158102766799","0.0","0.2074620746207462","0.0","1","8","8","16","false","BORA","26.0","0","1","0","0.9889908988392887","false","0","BORA","0","0.0"
"3.7304347826086954","0.001732798271374781","0.2680652680652681","0.0","4","7","8","16","false","ATF3","117.66666666666667","0","4","1","0.9921313118656809","false","0","ATF3","381632","0.34930139720558884"
