"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","fastGreedy_cluster","glay_cluster","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"5.739130434782608","0.0","0.17424242424242425","0.0","1","9","16","22","false","RND1","5.0","0","1","0","0.9863425635885227","false","0","RND1","0","0.0"
"4.739525691699605","0.0031601798583076627","0.21099157701609542","0.0","5","8","16","22","false","PLXNB1","4.0","0","5","0","0.9892232689000011","false","0","PLXNB1","110836","0.2"
"3.9142292490118575","3.421309023806257E-5","0.2554781379379986","0.0","2","7","12","7","false","CFH","17.0","0","2","0","0.9916016448155278","false","0","CFH","2850","0.5161290322580645"
"2.975098814229249","0.047368791450592904","0.33612328949116516","0.031746031746031744","32","6","12","1","false","GRB2","37.57142857142857","0","32","4","0.9943080725814719","false","0","GRB2","3609252","0.047405098111131486"
"4.564426877470356","0.0","0.21908555594042256","0.0","1","8","5","7","false","TOMM20","49.0","0","1","0","0.9897278764338031","false","0","TOMM20","0","0.0"
"3.564822134387352","0.0299538886532969","0.2805189045348708","0.004251700680272109","52","7","5","7","false","APOA1","2.122448979591837","0","51","1","0.9926085817452814","false","1","APOA1","897776","0.025935374149659865"
"4.564426877470356","0.0","0.21908555594042256","0.0","1","8","5","7","false","CLEC4G","49.0","0","1","0","0.9897278764338031","false","0","CLEC4G","0","0.0"
"5.227667984189723","0.0","0.1912898835626796","0.0","1","9","21","17","false","DAP","3.0","0","1","0","0.9878165187775512","false","0","DAP","0","0.0"
"6.573122529644269","0.0","0.15213469633193025","0.0","1","10","7","11","false","DPP8","5.0","0","1","0","0.9839391281566449","false","0","DPP8","0","0.0"
"5.573517786561265","0.0023929170236069806","0.17941989929792213","0.0","5","9","7","11","false","CXCL12","1.6","0","5","0","0.9868198334681232","false","0","CXCL12","267682","0.2"
"6.573122529644269","0.0","0.15213469633193025","0.0","1","10","7","11","false","CCR4","5.0","0","1","0","0.9839391281566449","false","0","CCR4","0","0.0"
"5.099209486166008","6.161631731455114E-4","0.19610882877296335","0.0","3","9","11","11","false","DIP-400N","5.666666666666667","0","3","0","0.988186716178196","false","0","DIP-400N","80332","0.358974358974359"
"6.573122529644269","0.0","0.15213469633193025","0.0","1","10","7","11","false","CCR10","5.0","0","1","0","0.9839391281566449","false","0","CCR10","0","0.0"
"5.071541501976284","0.0","0.1971787078170057","0.0","2","8","24","8","false","QKI","4.0","0","2","1","0.9882664510029502","false","0","QKI","0","0.0"
"4.071936758893281","0.0016891591690860184","0.2455833818675985","0.0","5","7","24","8","false","HCLS1","6.5","0","5","1","0.9911471563144286","false","0","HCLS1","45338","0.25"
"4.5972332015810276","0.0","0.2175221391109965","0.0","2","8","12","3","false","BNIP3L","10.0","0","2","1","0.9896333337130229","false","0","BNIP3L","0","0.0"
"3.597628458498024","0.0028251755053316477","0.2779608877169853","0.0","13","7","12","3","false","BAD","6.3","0","13","3","0.9925140390245013","false","0","BAD","313910","0.12926829268292683"
"4.485770750988142","1.1852788791345862E-4","0.22292713014362497","0.0","3","8","12","3","false","EWSR1","11.5","0","3","1","0.9899545511498901","false","0","EWSR1","4484","0.5"
"4.5422924901185775","2.5280554766315675E-5","0.2201531500174034","0.0","4","8","12","3","false","BCL2L2","9.333333333333334","0","4","1","0.9897916642936063","false","0","BCL2L2","5720","0.49019607843137253"
"3.9039525691699604","9.77071302355451E-4","0.2561506530322973","0.0","9","7","4","3","false","BCL2L1","45.0","0","9","4","0.9916312606075793","false","0","BCL2L1","198764","0.21153846153846154"
"3.732806324110672","0.002025435121474543","0.26789495976281236","0.0","8","7","4","3","false","BCL2","43.666666666666664","0","8","2","0.9921244774521305","false","0","BCL2","293490","0.17852161785216178"
"4.182213438735178","0.0","0.23910783479822323","0.0","1","8","13","1","false","SDPR","28.0","0","1","0","0.9908293560843366","false","0","SDPR","0","0.0"
"3.1826086956521737","0.015333662456726984","0.31420765027322406","0.013227513227513227","35","7","13","1","false","CAV1","14.535714285714286","0","35","7","0.9937100613958151","false","0","CAV1","679444","0.04080118694362018"
"4.182213438735178","0.0","0.23910783479822323","0.0","2","8","13","1","false","PRKCDBP","28.0","0","2","1","0.9908293560843366","false","0","PRKCDBP","0","0.0"
"4.182213438735178","0.0","0.23910783479822323","0.0","1","8","13","1","false","FLOT1","28.0","0","1","0","0.9908293560843366","false","0","FLOT1","0","0.0"
"4.182213438735178","0.0","0.23910783479822323","0.0","2","8","13","1","false","SCP2","28.0","0","2","1","0.9908293560843366","false","0","SCP2","0","0.0"
"4.182213438735178","0.0","0.23910783479822323","0.0","2","8","13","1","false","ID1","28.0","0","2","1","0.9908293560843366","false","0","ID1","0","0.0"
"5.748221343873518","0.0","0.17396685690710306","0.0","1","9","13","7","false","MAGEH1","4.0","0","1","0","0.9863163650032464","false","0","MAGEH1","0","0.0"
"4.7486166007905135","0.0016156129490802382","0.21058764774429833","0.0","4","8","13","7","false","MOAP1","1.75","0","4","0","0.9891970703147247","false","0","MOAP1","86412","0.25"
"5.748221343873518","0.0","0.17396685690710306","0.0","1","9","13","7","false","DPPA2","4.0","0","1","0","0.9863163650032464","false","0","DPPA2","0","0.0"
"4.753754940711462","0.0","0.21036002328095119","0.0","1","8","19","2","false","CNBP","3.0","0","1","0","0.9891822624186989","false","0","CNBP","0","0.0"
"3.7541501976284586","7.90513833992095E-4","0.266371867761634","0.3333333333333333","4","7","19","2","false","DAP3","96.0","0","4","1","0.9920629677301773","false","0","DAP3","172756","0.41594202898550725"
"6.3545454545454545","0.0","0.15736766809728184","0.0","1","10","8","16","false","FGF19","3.0","0","1","0","0.9845690332722032","false","0","FGF19","0","0.0"
"5.354940711462451","7.916679058485144E-4","0.18674343076468852","0.0","3","9","8","16","false","FGFR4","2.6666666666666665","0","3","0","0.9874497385836817","false","0","FGFR4","43008","0.5555555555555556"
"4.356916996047431","0.0012082104083801267","0.22952009434818105","0.0","5","8","8","16","false","FGF2","11.0","0","5","1","0.9903258876194599","false","0","FGF2","70840","0.2702702702702703"
"4.9671936758893285","0.0","0.20132091986949946","0.0","1","9","22","9","false","USF2","9.0","0","1","0","0.9885671651991661","false","0","USF2","0","0.0"
"3.9675889328063243","0.004088694564573651","0.2520422394899382","0.0","15","8","22","9","false","BIRC5","3.4444444444444446","0","14","4","0.9914478705106445","false","1","BIRC5","1521442","0.13580246913580246"
"4.9671936758893285","0.0","0.20132091986949946","0.0","2","9","22","9","false","INCENP","9.0","0","2","1","0.9885671651991661","false","0","INCENP","0","0.0"
"4.9671936758893285","0.0","0.20132091986949946","0.0","2","9","22","9","false","CDCA8","9.0","0","2","1","0.9885671651991661","false","0","CDCA8","0","0.0"
"4.9671936758893285","0.0","0.20132091986949946","0.0","2","9","22","9","false","AURKB","9.0","0","2","1","0.9885671651991661","false","0","AURKB","0","0.0"
"4.03596837944664","0.0016597109256228483","0.24777201057682893","0.0","4","8","19","1","false","LDLR","13.0","0","4","0","0.9912508115866092","false","0","LDLR","64844","0.25"
"5.0355731225296445","0.0","0.19858712715855573","0.0","1","9","19","1","false","PCSK9","4.0","0","1","0","0.9883701062751308","false","0","PCSK9","0","0.0"
"4.767588932806324","0.0","0.20974962692754107","0.0","1","9","11","4","false","MAGED1","5.0","0","1","0","0.9891423950063217","false","0","MAGED1","0","0.0"
"3.76798418972332","0.0013972741158656376","0.2653938948914298","0.1","5","8","11","4","false","NOD1","17.2","0","5","0","0.9920231003178002","false","0","NOD1","68246","0.21558441558441557"
"3.866798418972332","0.0016692576236399263","0.2586118777471123","0.0","9","8","19","1","false","CELSR2","7.833333333333333","0","9","3","0.991738333086535","false","0","CELSR2","201924","0.23563218390804597"
"3.5881422924901187","0.0037409329890704395","0.27869574796210617","0.06593406593406594","22","7","14","1","false","CRK","35.92857142857143","0","22","8","0.9925413766787028","false","0","CRK","475504","0.10703430308293531"
"4.866403162055336","0.0","0.20549057829759582","0.0","1","9","19","1","false","PHF10","6.0","0","1","0","0.9888576277750566","false","0","PHF10","0","0.0"
"4.866403162055336","0.0","0.20549057829759582","0.0","1","9","19","1","false","KLF6","6.0","0","1","0","0.9888576277750566","false","0","KLF6","0","0.0"
"3.5300395256916994","9.57416594639391E-4","0.28328294703840556","0.0","3","7","19","5","false","GARS","231.0","0","3","0","0.9927088198106868","false","0","GARS","231000","0.41818181818181815"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","TRAF3IP3","46.0","0","1","0","0.990552562335547","false","0","TRAF3IP3","0","0.0"
"3.2786561264822134","0.0232143218118181","0.3050030138637734","0.001932367149758454","50","7","24","9","false","PPP2R1B","8.652173913043478","0","50","4","0.9934332676470254","false","0","PPP2R1B","1356590","0.02806324110671937"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","STRN4","46.0","0","1","0","0.990552562335547","false","0","STRN4","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","STK24","46.0","0","1","0","0.990552562335547","false","0","STK24","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","SIKE1","46.0","0","1","0","0.990552562335547","false","0","SIKE1","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","SGOL2","46.0","0","1","0","0.990552562335547","false","0","SGOL2","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","PPP2R5A","46.0","0","1","0","0.990552562335547","false","0","PPP2R5A","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","PPP2R2D","46.0","0","1","0","0.990552562335547","false","0","PPP2R2D","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","PPP2R2C","46.0","0","1","0","0.990552562335547","false","0","PPP2R2C","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","PPP2R2B","46.0","0","1","0","0.990552562335547","false","0","PPP2R2B","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","2","8","24","9","false","STRN3","46.0","0","2","1","0.990552562335547","false","0","STRN3","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","2","8","24","9","false","RALA","46.0","0","2","1","0.990552562335547","false","0","RALA","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","FAM40A","46.0","0","1","0","0.990552562335547","false","0","FAM40A","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","DOCK5","46.0","0","1","0","0.990552562335547","false","0","DOCK5","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","CTTNBP2NL","46.0","0","1","0","0.990552562335547","false","0","CTTNBP2NL","0","0.0"
"4.278260869565218","0.0","0.23373983739837398","0.0","1","8","24","9","false","CTTNBP2","46.0","0","1","0","0.990552562335547","false","0","CTTNBP2","0","0.0"
"6.1320158102766795","0.0","0.16307850973314428","0.0","1","10","11","3","false","BMPR1B","4.0","0","1","0","0.9852103290770124","false","0","BMPR1B","0","0.0"
"5.132411067193676","0.0023706037631459273","0.19484020023103582","0.0","7","9","11","3","false","BMP2","1.25","0","6","1","0.9880910343884908","false","1","BMP2","74844","0.25"
"6.1320158102766795","0.0","0.16307850973314428","0.0","2","10","11","3","false","BMPR1A","4.0","0","2","1","0.9852103290770124","false","0","BMPR1A","0","0.0"
"4.135177865612648","0.0031583043806469474","0.2418275664308928","0.0","2","8","11","3","false","ACVR2A","18.5","0","2","0","0.9909649052864189","false","0","ACVR2A","99776","0.5"
"6.1320158102766795","0.0","0.16307850973314428","0.0","1","10","11","3","false","BMPR2","4.0","0","1","0","0.9852103290770124","false","0","BMPR2","0","0.0"
"5.95494071146245","0.0","0.16792778441523962","0.0","1","10","23","6","false","GNA13","3.0","0","1","0","0.9857206319554397","false","0","GNA13","0","0.0"
"4.955335968379447","8.45141871081906E-4","0.2018026641142219","0.0","3","9","23","6","false","ARHGEF1","2.0","0","3","0","0.9886013372669179","false","0","ARHGEF1","163082","0.3333333333333333"
"4.707905138339921","0.0010444729597727154","0.2124086978423306","0.0","3","9","10","6","false","RHOB","8.333333333333334","0","3","0","0.9893143944140059","false","0","RHOB","254918","0.3333333333333333"
"6.313833992094862","0.0","0.15838237135344935","0.0","1","10","14","17","false","MMP2","4.0","0","1","0","0.9846863573714845","false","0","MMP2","0","0.0"
"5.3142292490118574","8.417206899233382E-4","0.18817404239494237","0.0","4","9","14","17","false","LAMC2","5.5","0","4","0","0.9875670626829629","false","0","LAMC2","57020","0.32142857142857145"
"5.071146245059288","0.0","0.19719407638347625","0.0","1","9","11","3","false","CNKSR1","13.0","0","1","0","0.9882675900718751","false","0","CNKSR1","0","0.0"
"4.071541501976284","0.0066568554542068845","0.2456072225997476","0.01282051282051282","21","8","11","3","false","RASSF1","4.153846153846154","0","20","6","0.9911482953833536","false","1","RASSF1","221470","0.08481262327416174"
"5.071146245059288","0.0","0.19719407638347625","0.0","1","9","11","3","false","TUBB1","13.0","0","1","0","0.9882675900718751","false","0","TUBB1","0","0.0"
"5.071146245059288","0.0","0.19719407638347625","0.0","1","9","11","3","false","XPA","13.0","0","1","0","0.9882675900718751","false","0","XPA","0","0.0"
